,coin_ticker,received_money,sold_coins,role_of_token,category,goal,total_tokens,interest,fundraising_goal,start_end_date_coin_sell,ico_token_price,received_money,end_date,token_type,available_for_token_sale,min_max_personal_cap,whitelist,accepts,token_issue,cant_participate
8707,Salto X,"$5,285,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$5,285,000 ",		DATE: TBA		,Polygon,null,null,null,null,null,null
8708,Metag3NCY,"$4,000,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$4,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8709,FlexiDAO,"$7,600,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$7,600,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8710,Blocko,"$16,400,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$16,400,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8711,Intros,"$1,300,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$1,300,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8712,BlockSec,"$8,000,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$8,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8713,Crescent,"$5,000,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$5,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8714,DeepNFTValue,"$4,000,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$4,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8715,Thalex,"$7,640,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$7,640,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8716,Portalverse,Pending ,null,Utility,Network,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8717,Security Token Market,"$5,000,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$5,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8718,Autonomy,"$5,600,000 ",null,Utility,Wallet,Not Set,null,Not Rated,null,period isn't set,null,"$5,600,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8719,Cauldron,"$8,000,000 ",null,Utility,Gaming,Not Set,null,Not Rated,null,period isn't set,null,"$8,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8720,Supermojo,"$6,000,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$6,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8721,SEED,"$41,000,000 ",null,Utility,Gaming,Not Set,null,Not Rated,null,period isn't set,null,"$41,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8722,Edverse,"$700,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$700,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8723,Rubix,"$100,000,000 ",null,Utility,Protocol,Not Set,"51,400,000",Not Rated,null,period isn't set,null,"$100,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8724,qiibee,"$4,800,000 ",null,Utility,Marketplace,Not Set,null,Not Rated,null,period isn't set,null,"$4,800,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8725,Koin X,"$1,500,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$1,500,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8726,BKN301,"$15,650,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$15,650,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8727,H2O Securities,"$150,000,000 ",null,Utility,Blockchain Service,Not Set,"10,000,000,000",Not Rated,null,period isn't set,null,"$150,000,000 ",		DATE: TBA		,BEP-20,null,null,null,null,null,null
8728,Increment Finance,"$1,000,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$1,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8729,Carma Community,Pending ,null,Utility,Platform,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8730,Crypto Colo Center,"$1,000,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$1,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8731,NFT Brands,"$41,100,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$41,100,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8732,Seso Global,"$600,000 ",null,Utility,Marketplace,Not Set,null,Not Rated,null,period isn't set,null,"$600,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8733,Altitude,"$2,100,000 ",null,Utility,Protocol,Not Set,null,Not Rated,null,period isn't set,null,"$2,100,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8734,Echo3D,"$9,500,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$9,500,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8735,Tenderize,"$3,000,000 ",null,Utility,Protocol,Not Set,null,Not Rated,null,period isn't set,null,"$3,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8736,Planetarium Labs,"$32,000,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$32,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8737,Mona,"$14,600,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$14,600,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8738,League of Traders,"$2,400,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$2,400,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8739,NFTEye,"$1,650,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$1,650,000 ",		DATE: TBA		,ERC721,null,null,null,null,null,null
8740,Entrepreneur First,"$170,400,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$170,400,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8741,Web3Games,"$4,000,000 ",null,Utility,Platform,Not Set,"1,000,000,000",Not Rated," $250,000 ",period isn't set, 1 W3G = 0.025 USD ,"$4,000,000 ",		DATE: TBA		,ERC20,21%,null,null,USDT,null,null
8742,AltLayer,"$7,200,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$7,200,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8743,Soba,"$13,500,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$13,500,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8744,Zenogakki,Pending ,null,Utility,Blockchain Service,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8745,MoHash,"$6,000,000 ",null,Utility,Protocol,Not Set,null,Not Rated,null,period isn't set,null,"$6,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8746,Weather XM,"$5,000,000 ",null,Utility,Network,Not Set,"100,000,000",Not Rated,null,period isn't set,null,"$5,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8747,Dynamic,"$7,500,000 ",null,Utility,Wallet,Not Set,null,Not Rated,null,period isn't set,null,"$7,500,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8748,Linera,"$6,000,000 ",null,Utility,Protocol,Not Set,null,Not Rated,null,period isn't set,null,"$6,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8749,Azuro,"$7,500,000 ",null,Utility,Protocol,Not Set,null,Not Rated,null,period isn't set,null,"$7,500,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8750,Cyan,"$2,100,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$2,100,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8751,EyesFi,"$2,000,000 ",null,Utility,Platform,Not Set,"1,000,000,000",Ticker: SPX,null,period isn't set,null,"$2,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8752,Astaria,"$8,000,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$8,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8753,TeleportDAO,Pending ,null,Utility,Protocol,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8754,Mystiko,Pending ,null,Utility,Network,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8755,Loop Crypto,"$4,000,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$4,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8756,Decent,"$3,500,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$3,500,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8757,FalconX,"$427,000,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$427,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8758,Meta One,"$2,000,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$2,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8759,Magic Eden,"$159,500,000 ",null,Utility,Marketplace,Not Set,null,Not Rated,null,period isn't set,null,"$159,500,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8760,Increment,"$1,560,000 ",null,Utility,Protocol,Not Set,null,Not Rated,null,period isn't set,null,"$1,560,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8761,Afropolitan,"$2,100,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$2,100,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8762,Endaoment,"$9,200,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$9,200,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8763,zCloak,"$7,100,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$7,100,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8764,Soulbound,"$3,600,000 ",null,Utility,Gaming,Not Set,null,Not Rated,null,period isn't set,null,"$3,600,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8765,BitCraft,"$22,000,000 ",null,Utility,Gaming,Not Set,null,Not Rated,null,period isn't set,null,"$22,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8766,ScienceMagic.Studios,"$10,300,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$10,300,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8767,Kaleidoco,"$7,000,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$7,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8768,Fluid,Pending ,null,Utility,Blockchain Service,Pending,"2,700,000,000",Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8769,MetaFi,"$3,000,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$3,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8770,Moon,"$5,100,000 ","$6,600,000 (77%) ",Utility,Blockchain Service,"$6,600,000			","100,000,000,000",Not Rated," 3,000,000,000 Token ",July (no exact dates), 1 1MOON = 0.0005 USD ,"$5,100,000 ",		31 Jul		,BEP-20,null,null,null,null,null,null
8771,Fxdx.exchange,Pending ,null,Utility,Platform,Pending,"1,000,000,000",Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8772,Fuel Labs,"$81,500,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$81,500,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8773,Futurent,"$1,785,000 ","$5,660,000 (32%) ",Utility,Blockchain Service,"$5,660,000			","1,000,000,000",Not Rated," $500,000 ",July (no exact dates), 1 FUTR = 0.025 USD ,"$1,785,000 ",		31 Jul		,ERC20,25%,null,null,null,null,null
8774,ZkLend,"$5,000,000 ",null,Utility,Protocol,Not Set,"100,000,000",Not Rated,null,period isn't set,null,"$5,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8775,Cassava Network,"$8,000,000 ",null,Utility,Wallet,Not Set,"10,000,000,000",Not Rated,null,period isn't set,null,"$8,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8776,Immunify.Life,"$2,155,000 ",null,Utility,Blockchain Service,Not Set,"300,000,000",Not Rated," $100,000 ",20 Jul – 22 Jul, 1 IMM = 0.1 USD ,"$2,155,000 ",		20 Jul		,Own blockchain,1%,null,null,"USDC, BUSD",null,null
8777,Shrapnel,"$17,500,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$17,500,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8778,Thetanuts Finance,"$35,000,000 ",null,Utility,Protocol,Not Set,null,Not Rated,null,period isn't set,null,"$35,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8779,Amber Group,"$628,000,000 ",null,Utility,Finance,Not Set,null,Not Rated,null,period isn't set,null,"$628,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8780,Cosmic Guild,"$4,500,000 ",null,Governance,Gaming,Not Set,"500,000,000",Not Rated,null,period isn't set,null,"$4,500,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8781,Genie,Pending ,null,Utility,Marketplace,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8782,0xSplits,Pending ,null,Utility,Protocol,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8783,Slingshot,"$18,100,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$18,100,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8784,Rift Finance,"$18,000,000 ",null,Utility,Protocol,Not Set,null,Not Rated,null,period isn't set,null,"$18,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8785,Sardine,"$75,600,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$75,600,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8786,Orca Protocol,Pending ,null,Utility,Blockchain Service,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8787,LinksDAO,Pending ,null,Utility,Blockchain Service,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8788,Lens Protocol,"$15,000,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$15,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8789,Spin,"$3,750,000 ",null,Utility,DEX,Not Set,"1,000,000,000",Not Rated, ETH ,17 Jul – 27 Jul, 1 SPFI = 0.05 USD ,"$3,750,000 ",		17 Jul		,NEAR Blockchain,"36,5%",null,null,null,null,null
8790,Extend,Pending ,null,Utility,Blockchain Service,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,Solana,null,null,null,null,null,null
8791,Chain Of Alliance,"$2,400,000 ",null,Utility,Gaming,Not Set,null,Ticker: COA,null,period isn't set,null,"$2,400,000 ",		DATE: TBA		,Chromia,null,null,null,null,null,null
8792,Bored Ape Yacht Club,Pending ,null,Utility,Blockchain Service,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8793,CryptoStats,Pending ,null,Utility,Blockchain Service,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8794,Agora City,Pending ,null,Utility,Blockchain Service,Pending,"100,000,000",Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8795,Gem.xyz,Pending ,null,Utility,Blockchain Service,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8796,Crypto Coven,Pending ,null,Utility,Blockchain Service,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8797,Dropp,"$8,000,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$8,000,000 ",		DATE: TBA		,Solana,null,null,null,null,null,null
8798,Illuminati NFT,Pending ,null,Utility,Blockchain Service,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8799,Aperture Finance,"$5,300,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$5,300,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8800,Celestia,"$56,500,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$56,500,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8801,Exotic Markets,"$5,000,000 ",null,Utility,DeFi,Not Set,"10,000,000",Not Rated,null,period isn't set,null,"$5,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8802,GT-Protocol,"$5,400,000 ","$5,600,000 (96%) ",Utility,Protocol,"$5,600,000			","100,000,000",Not Rated," 1,000,000 Token ",14 Jul – 18 Jul, 1 GTP = 0.2 USD ,"$5,400,000 ",		14 Jul		,BEP-20,null,null,null,null,null,null
8803,Salad Ventures,"$15,500,000 ",null,Utility,Gaming,Not Set,"1,680,000,000",Not Rated,null,period isn't set,null,"$15,500,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8804,Codyfight,"$2,438,400 ",null,Utility,Gaming,Not Set,"127,000,001",Not Rated," 2,540,000 Token ",July (no exact dates), 1 CTOK = 0.08 USD ,"$2,438,400 ",		31 Jul		,ERC20,null,null,"Yes (period isn't set, ",null,null,null
8805,Fractal,"$35,000,000 ",null,Utility,Marketplace,Not Set,null,Not Rated," $400,000 ",period isn't set, 1 = 0.1 USD ,"$35,000,000 ",		DATE: TBA		,ERC20,null,null,null,USDT,null,null
8806,Block Earner,"$6,400,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$6,400,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8807,Voltz Protocol,"$6,000,000 ",null,Utility,Market,Not Set,null,Not Rated,null,period isn't set,null,"$6,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8808,Soda Protocol,Pending ,null,Utility,Protocol,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,Solana,null,null,null,null,null,null
8809,Subsocial,Pending ,null,Utility,Platform,Pending,"1,000,000,000",Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,Polkadot,null,null,null,null,null,null
8810,Defi Llama,Pending ,null,Utility,DeFi,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8811,MystenLabs,"$336,000,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$336,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8812,Muon Network,"$600,000 ","$2,940,000 (20%) ",Utility,Network,"$2,940,000			","120,000,000",Not Rated, Token ,July (no exact dates),null,"$600,000 ",		31 Jul		,ERC20,null,null,"Yes (period isn't set, ",null,null,null
8813,Omnia,"$2,175,000 ","$2,330,000 (94%) ",Utility,Protocol,"$2,330,000			","100,000,000",Not Rated," 1,000,000 Token ",period isn't set, 1 OMNIA = 0.15 USD ,"$2,175,000 ",		DATE: TBA		,ERC20,null,null,"Yes (period isn't set, ",null,null,null
8814,RugDoc,Pending ,null,Utility,Blockchain Service,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8815,Themis,"$2,000,000 ","$2,300,000 (87%) ",Utility,Protocol,"$2,300,000			","800,000,000",Not Rated," $300,000 ",July (no exact dates),null,"$2,000,000 ",		31 Jul		,ERC20,null,null,"Yes (period isn't set, ",null,null,null
8816,Poolsuite,Pending ,null,Utility,Blockchain Service,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8817,Curvance,Pending ,null,Utility,Protocol,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8818,Star Sharks,Pending ,null,Utility,Gaming,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8819,CityDAO,Pending ,null,Utility,Blockchain Service,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8820,GrailersDAO,Pending ,null,Utility,Blockchain Service,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8821,Sound.xyz,Pending ,null,Utility,Platform,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8822,Snapshot,"$4,000,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$4,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8823,Wolf Game,Pending ,null,Utility,Protocol,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8824,DeFrag,Pending ,null,Governance,Protocol,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8825,BetDEX,"$21,000,000 ",null,Utility,Protocol,Not Set,null,Not Rated,null,period isn't set,null,"$21,000,000 ",		DATE: TBA		,Solana,null,null,null,null,null,null
8826,Wonder,"$2,500,000 ",null,Utility,Blockchain Service,Not Set,"100,000,000",Not Rated,null,period isn't set,null,"$2,500,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8827,Arrow Markets,"$1,400,000 ",null,Utility,Protocol,Not Set,null,Not Rated,null,period isn't set,null,"$1,400,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8828,Polysynth,"$4,500,000 ",null,Utility,Protocol,Not Set,null,Not Rated,null,period isn't set,null,"$4,500,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8829,ALEX,"$8,300,000 ",null,Utility,Protocol,Not Set,null,Not Rated,null,period isn't set,null,"$8,300,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8830,Goth girlfriends,Pending ,null,Utility,Blockchain Service,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,Solana,null,null,null,null,null,null
8831,Forte,"$725,000,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$725,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8832,Massa Labs,"$5,732,250 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$5,732,250 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8833,Mirror World,"$10,000,000 ",null,Utility,Gaming,Not Set,null,Not Rated,null,period isn't set,null,"$10,000,000 ",		DATE: TBA		,ERC721,null,null,null,null,null,null
8834,Insilico Research,Pending ,null,Utility,Blockchain Service,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8835,Pulsr,"$2,000,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$2,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8836,Meow,"$27,000,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$27,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8837,Core Loop,"$14,400,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$14,400,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8838,Cheqd,"$3,300,000 ",null,Utility,Blockchain Service,Not Set,"1,000,000,000",Not Rated,null,period isn't set,null,"$3,300,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8839,Pendulum,"$5,900,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$5,900,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8840,CRD Network,Pending ,null,Utility,Blockchain Service,Pending,"1,000,000,000",Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8841,Influence,Pending ,null,Utility,Gaming,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8842,Coordinape,Pending ,null,Utility,Platform,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8843,DAO Masters,Pending ,null,Utility,Blockchain Service,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8844,Cryptoys,"$30,500,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$30,500,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8845,Peepeth,Pending ,null,Utility,Social Network,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8846,Parallel,"$50,000,000 ",null,Utility,Gaming,Not Set,null,Not Rated,null,period isn't set,null,"$50,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8847,Cobo Wallet,"$53,000,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$53,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8848,Sense Finance,"$5,200,000 ",null,Utility,Protocol,Not Set,null,Not Rated,null,period isn't set,null,"$5,200,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8849,MonkeyBall,"$3,000,000 ",null,Utility,Gaming,Not Set,"1,000,000,000",Not Rated,null,period isn't set,null,"$3,000,000 ",		DATE: TBA		,Solana,null,null,null,null,null,null
8850,ZkLink,"$8,500,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$8,500,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8851,Worldcoin,"$240,000,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$240,000,000 ",		DATE: TBA		,Own blockchain,null,null,null,null,null,null
8852,Timeswap,Pending ,null,Utility,Protocol,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8853,Aelin,Pending ,null,Utility,Protocol,Pending,null,Not Rated,null,period isn't set,null,Pending ,		DATE: TBA		,ERC20,null,null,null,null,null,null
8854,Obol Labs,"$18,650,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$18,650,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8855,FIAT DAO,"$2,000,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$2,000,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8856,Arcana Network,"$2,300,000 ",null,Utility,Blockchain Service,Not Set,null,Not Rated,null,period isn't set,null,"$2,300,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
8857,Alty,"$1,500,000 ",null,Utility,Platform,Not Set,null,Not Rated,null,period isn't set,null,"$1,500,000 ",		DATE: TBA		,ERC20,null,null,null,null,null,null
