name_other,name_cmc,ticker_symbol_cmc,ico_successful,soft_cap,hard_cap,cap_unit,cap_includes_presale,token_type,number_of_contributors,crowdsale_tokens_sold,total_number_of_tokens,token_standard,additional_token_emissions,crowdsale_token_price_min,crowdsale_token_price_max,crowdsale_actual_token_price_max,crowdsale is auction,has a presale,presale_tokens_sold,presale_token_price_min,presale_token_price_max,development road map available,whitepaper page count,product or prototype developed,product can be tried out,years since foundation,issuer has customers for product,business model available,utility token enables decentralization,smart contract code available,project code available,use of proceeds mentioned,use of proceeds disclosed in detail,token share team (ex ante),token share crowdsale investors (ex ante),token share presale investors (ex ante),token share producers/miners (ex ante),unsold tokens 'burnt' or proportional allocation,unsold tokens kept by issuer,unsold tokens locked up,lock up period unsold tokens (years),team lockup period (weighted avg.),presale lockup period (weighted avg.),vc_support_general,vc_support_blockchain_specialist,investors have governance rights,team size,experienced team,team member with business background,advisor_quality,legal_structure,registration_country,address,independent custodian for ico funds,portfolio_converted_into_fiat,funding milestones,qualified investors only,simple agreement for future tokens (saft),kyc/aml procedure,us retail investors excluded,investors from other (non-us) jurisdictions excluded,legal advisor disclosed,financial advisor disclosed,air_drop_after_ico,industry,ethereum_contract_address,ico_start_date,ico_end_date_planned,ico_end_date_actual,amount raised in presale (usdm),amount raised in crowdsale (usdm),total amount raised (usdm),total amount raised (usdm).1,btc_ret_ico_period,presale discount (%),fundraiser has maximum ('hard cap'),fundraiser has minimum ('soft cap'),soft_cap_unit,hard_cap_unit,percentage of hard cap raised (%),pct_of_crowdsale_target_raised,price_presale_avg,price_presale,price_crowdsale_avg,price_crowdsale,crowdsale max. discount (%),us_qualified_only,team business background missing,team experience missing,average_discount,team tokens locked up,presale tokens locked up,issued_on_other_platf,legal form and jurisdiction known,postal address known,registered in offshore financial center,switzerland,is_ethereum,is cryptographic token,has vc backing,has_generalist_vc,has_specialist_vc,unknown or low quality advisors,high quality advisory team,token supply is fixed,token share crowdsale investors (ex post),post_money_val_crowdsale,celebrity endorsement,is a security,is a utility token,token_is_cryptocurrency,token_is_new_blockchain,is currency or general purpose blockchain,decentralised platform,legal entity is foundation,legal entity is corporation,legal entity is llc,legal entity is corporation or llc,"length of crowdsale (calendar days, actual)","length of crowdsale (calendar days, planned)",lock_up_period_team_ep,presale_transparent,industry.1,(first) date,time to listing (calendar days),name_std,symbol_std,soft_cap_usd,hard_cap_usd,independent custodian for ico funds_usd
BitDegree,BitDegree,BDG,1,376795.0,22607700.0,ETH,1,Utility-token,,336600000.0,660000000.0,ERC-20,0,0.06552956521736837,0.07535900000000001,0.07535900000000001,0,0,,,,1,36.0,1,1,1,0,1,1.0,1.0,0,1,0,0.49,0.51,0.0,0.0,0,1,1.0,1.0,2.347515376013419,,No,No,0,16.0,1,1,neutral,joint-stock corporation,Lithuania,"Veiverių str. 139, Kaunas",0,0,0,0,0,1,0,0,1,1,1,Online-learning,0x1961b3331969ed52770751fc718ef530838b6dee,2017-11-30,2017-12-29,2017-12-29,0.0,22.5,22.5,22.5,0.3591870367527008,,1,1,ETH,ETH,99.52361297607422,99.52361297607422,,,0.06684491783380508,0.06684491783380508,13.043478012084961,0,0,0,11.298029899597168,1,,1,1,1,0,0,1,1,0,0,0,0,0,1,0.5099999904632568,44.11764907836914,0,0,1,0,0,0,1,0,1,0,1.0,30,30.0,2.347515344619751,1,Online-learning,2018-01-12,14.0,bitdegree,bdg,376795.0,22607700.0,0.0
BitDice,BitDice,CSNO,1,2000000.0,12176725.826806834,tokens,0,Security,,53491743.5274255,100000000.0,ERC-223,0,0.1264189543702712,0.1453817975258119,0.1453817975258119,1,1,16508256.4725745,0.1211514979381766,0.1211514979381766,1,24.0,1,1,1,1,1,,1.0,1,1,0,0.3,0.534917435274255,0.165082564725745,0.0,0,1,0.0,0.0,,,No,No,0,,0,0,unknown,joint-stock corporation,Costa Rica,unknown,0,0,0,0,0,0,0,0,0,0,0,Gambling & Betting,0x29d75277ac7f0335b2165d0895e8725cbf658d73,2017-08-15,2017-09-15,2017-09-15,2.0,6.699999809265137,8.699999809265137,8.699999809265137,-0.13947072625160217,16.66666603088379,1,0,tokens,tokens,71.4477767944336,65.83650207519531,0.12115149945020676,0.12115149945020676,0.12525297701358795,0.12525297701358795,13.043478012084961,0,1,1,14.510815620422363,0,0.0,1,1,0,0,0,1,1,0,0,0,1,0,1,0.534917414188385,12.525297164916992,0,1,0,0,0,0,0,0,1,0,1.0,32,32.0,,1,Gambling & Betting,2017-09-25,10.0,bitdice,csno,2000000.0,12176725.826806834,0.0
bitJob,bitJob,STU,1,684315.0,10644900.0,ETH,1,Utility-token,,4516359.720000002,200000000.0,ERC-20,0,0.285416666666655,0.3424999999999921,0.3424999999999921,0,1,4700041.919999999,0.2446428571428558,0.2446428571428558,1,27.0,0,0,1,0,1,0.0,1.0,0,0,0,0.36,,,0.0,0,1,1.0,0.75,,,No,No,0,14.0,0,0,high,joint-stock corporation,Gibraltar,unknown,0,0,0,0,0,0,1,0,1,0,0,Marketplaces,0x0371a82e4a9d0a4312f3ee2ac9c6958512891372,2017-09-12,2017-10-12,2017-10-12,,,,,0.276574969291687,28.571428298950195,1,1,ETH,ETH,,,0.24464285373687744,0.24464285373687744,,0.3139583468437195,16.66666603088379,0,0,0,,0,0.0,1,1,0,1,0,1,1,0,0,0,0,1,1,0.02258179895579815,,0,0,1,0,0,0,0,0,1,0,1.0,31,31.0,,0,Marketplaces,2017-11-15,34.0,bitjob,stu,684315.0,10644900.0,0.0
Bitquence,Ethos,ETHOS,1,6294400.000000001,23604000.000000004,ETH,1,Utility-token,,,222295208.238453,ERC-20,0,0.03147200000000001,0.11545121056492678,0.04956220472441577,0,0,,,,1,24.0,0,0,0,0,1,0.0,1.0,0,0,0,0.3,0.7,0.0,0.0,1,0,,,,,No,No,0,10.0,0,0,unknown,joint-stock corporation,Singapore,BITQUENCE PTE. LTD. 101 CECIL STREET #18-12 TONG ENG BUILDING SINGAPORE 069533,0,0,0,0,0,1,1,1,0,0,0,Finance,0x5af2be193a6abca9c8817001f45744777db30756,2017-06-28,2017-07-16,2017-07-16,0.0,,0.0,,-0.2883412539958954,,1,1,ETH,ETH,,,,,,0.04051710292696953,72.73999786376953,0,0,0,,0,,1,1,1,0,0,1,1,0,0,0,1,0,1,,,0,0,1,0,0,0,0,0,1,0,1.0,19,19.0,,1,Finance,2017-07-18,2.0,bitquence,ethos,6294400.000000001,23604000.000000004,0.0
Blackmoon Crypto,Blackmoon,BMC,1,0.0,30000000.0,USD,1,Security,,19390995.0,60000000.0,ERC-20,0,1.0,1.1,1.0,0,1,10609005.0,1.0,1.0,1,10.0,1,0,3,1,0,,1.0,0,0,0,0.5,0.32318325,0.17681675,0.0,1,0,,,2.15,,No,No,0,31.0,0,1,high,joint-stock corporation,Cayman Islands,"Harbour Place, 103 South Church Street, P.O. Box 10240, Grand Cayman, KY1-1002, Cayman Islands",0,0,0,0,0,1,1,1,0,0,0,Finance,0xdf6ef343350780bf8c3410bf062e0c015b1dd671,2017-09-12,2017-10-11,2017-09-13,10.609004974365234,19.3909969329834,30.0,30.0,-0.06197105720639229,9.090909004211426,1,0,USD,USD,100.0,100.0,1.0,1.0,1.0,1.0,9.090909004211426,0,0,0,9.090909004211426,1,0.0,1,1,1,1,0,1,1,0,0,0,0,1,1,0.32318323850631714,60.00000762939453,0,1,0,0,0,0,0,0,1,0,1.0,2,30.0,2.1500000953674316,1,Finance,2017-09-20,7.0,blackmooncrypto,bmc,0.0,30000000.0,0.0
Block Array,Block Array,ARY,1,2504681.737,8704681.0,USD,1,Utility-token,,41590567.75836582,88409932.9306097,ERC-20,0,0.18676832747791178,0.24279882572127387,0.24279882572127387,0,1,11455392.0,,,1,33.0,1,1,1,0,0,1.0,1.0,1,1,0,0.4,0.4704286767303512,0.1295713232696488,0.0,0,1,0.0,0.0,2.75,,No,No,0,7.0,1,0,high,limited liability partnership,United States,unknown,0,0,0,0,0,1,0,1,0,0,0,Data Analytics,0xa5f8fc0921880cb7342368bd128eb8050442b1a1,2017-12-22,2018-01-14,2018-01-08,,8.428373336791992,8.428373336791992,,0.09235609322786331,,1,1,USD,USD,,,,,0.20265106856822968,0.20265106856822968,23.076923370361328,0,0,0,34.55976104736328,1,0.0,1,1,0,0,0,1,1,0,0,0,0,1,1,0.4704286754131317,17.91636848449707,0,0,1,0,0,0,1,0,0,1,1.0,18,24.0,2.75,0,Data Analytics,2018-01-23,15.0,blockarray,ary,2504681.737,8704681.0,0.0
BlockCAT,BlockCAT,CAT,1,,,ETH,1,Utility-token,,7268119.598100001,9200151.39,ERC-20,0,0.8957272727272637,0.9852999999999901,0.9852999999999901,0,0,,,,1,21.0,0,0,0,0,1,0.0,1.0,0,1,0,0.21,0.79,0.0,0.0,1,0,,,1.428571428571429,,No,No,1,2.0,0,0,neutral,joint-stock corporation,Canada,"BlockCAT Technologies Inc., PO Box 30100 Glenpark PO, Kelowna, BC, Canada V1V 2M4",0,0,1,0,0,0,0,0,0,0,0,Payments,0x56ba2ee7890461f463f7be02aac3099f6d5811a8,2017-07-15,2017-08-16,2017-08-18,0.0,7.034926414489746,7.034926414489746,7.034926414489746,0.7330870628356934,,1,1,ETH,ETH,,,,,0.9679155945777893,0.9679155945777893,9.090909004211426,0,0,0,1.7643768787384033,1,,1,1,1,0,0,1,1,0,0,0,0,0,1,0.7900000214576721,8.904970169067383,0,0,1,0,0,0,0,0,1,0,1.0,35,33.0,1.4285714626312256,1,Payments,2017-08-13,-5.0,blockcat,cat,,,0.0
Blockchain Capital,BCAP,BCAP,1,0.0,10000000.0,tokens,1,Security,,10000000.0,50000000.0,ERC-20,0,1.0,1.0,1.0,0,0,,,,0,0.0,0,0,2,0,0,,1.0,1,0,0,,,,,0,1,0.0,0.0,,,No,Tally Capital,0,6.0,1,1,high,joint-stock corporation,United States,"40 Pacific Ave. San Francisco, CA 94133",0,0,0,0,0,0,1,0,0,0,0,Finance,0xff3519eeeea3e76f1f699ccce5e23ee0bdda41ac,2017-04-10,2017-05-10,2017-05-10,0.0,10.0,10.0,10.0,0.4090723395347595,,1,0,tokens,tokens,100.0,100.0,,,1.0,1.0,0.0,1,0,0,0.0,0,,1,1,1,0,0,1,1,1,0,1,0,1,1,0.20000000298023224,50.0,0,1,0,0,0,0,0,0,1,0,1.0,31,31.0,,1,Finance,2017-05-11,1.0,blockchaincapital,bcap,0.0,10000000.0,0.0
Blockpool,Blockpool,BPL,1,0.0,1751444.0,tokens,1,New Blockchain,,20000000.0,25000000.0,No,1,0.0875722,0.0875722,0.0875722,1,0,,,,1,8.0,0,0,5,0,0,,,1,1,0,0.2,0.8,0.0,0.0,1,0,,,,,No,No,0,5.0,0,1,neutral,joint-stock corporation,United Kingdom,"B,OCKPOOL LIMITED, 71-75 Shelton Street, Covent Garden, London, England, WC2H 9JQ ",1,0,1,0,0,0,0,0,0,0,0,Blockchain Infrastructure,not applicable,2017-05-01,2017-06-30,2017-06-30,0.0,1.7514439821243286,1.7514439821243286,1.7514439821243286,0.5568141937255859,,1,0,tokens,tokens,100.0,100.0,,,0.08757220208644867,0.08757220208644867,0.0,0,0,0,-2.38254688156303e-06,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0.800000011920929,2.189304828643799,0,0,0,0,1,1,1,0,1,0,1.0,61,61.0,,1,Blockchain Infrastructure,2017-11-09,132.0,blockpool,bpl,0.0,1751444.0,1.0
Blockstack,,,1,4000000.0,56800000.0,tokens,0,Utility-token,,440000000.0,1320000000.0,No,1,0.12,0.12,0.12,1,1,,0.07,0.07,1,24.0,1,1,4,0,1,1.0,,1,1,0,,0.33,,,0,1,0.0,0.0,2.20375,2.0,Union Square Ventures; Lux Capital; Foundation Capital; YCombinator,Blockchain Capital; Digital Currency Group; Winklevoss Capital,0,10.0,1,0,high,limited liability partnership,United States,unknown,0,0,1,1,1,1,0,1,0,0,0,Privacy & Security,not applicable,2017-11-16,2017-12-01,2017-12-01,4.0,52.79999923706055,56.79999923706055,56.79999923706055,0.332401841878891,41.66666793823242,1,0,tokens,tokens,100.0,100.0,0.07000000029802322,0.07000000029802322,0.11999999731779099,0.11999999731779099,0.0,0,0,0,,1,1.0,0,1,0,0,0,0,0,1,1,1,0,1,0,0.3333333432674408,158.39999389648438,0,0,1,0,0,0,1,0,0,1,1.0,16,16.0,,0,Privacy & Security,,,blockstack,nan,4000000.0,56800000.0,0.0
Blocktix,Blocktix,TIX,1,2500000.0,7500000.0,USD,1,Utility-token,,16500060.03,62500000.0,ERC-20,0,0.1857010213556175,0.222841225626741,0.222841225626741,0,1,21712320.0,0.1114206128133705,0.1857010213556175,1,9.0,0,0,1,0,1,1.0,1.0,1,0,0,0.36,0.64,0.0,0.0,1,0,,,0.2777777777777778,,No,No,1,5.0,0,0,low,joint-stock corporation,Netherlands,"Blocktix N.V., Nieuw-Eyckholt 292 E, 6419DJ Heerlen",0,0,1,0,0,0,1,0,0,0,0,Events & Entertainment,0xea1f346faf023f974eb5adaf088bbcdf02d761f4,2017-07-07,2017-07-25,2017-07-28,2.8320000171661377,4.149328231811523,6.981328010559082,6.981328010559082,0.10910509526729584,50.0,1,1,USD,USD,93.0843734741211,88.8887710571289,0.1304328590631485,0.1304328590631485,0.2514735162258148,0.2514735162258148,16.66666603088379,0,0,0,18.014240264892578,1,0.0,1,1,1,0,0,1,1,0,0,0,1,0,1,0.26400095224380493,15.717095375061035,0,0,1,0,0,0,1,0,1,0,1.0,22,19.0,0.2777777910232544,1,Events & Entertainment,2017-08-09,12.0,blocktix,tix,2500000.0,7500000.0,0.0
BLOCKv,BLOCKv,VEE,1,20000000.0,40000000.0,USD,0,Utility-token,,122642333.1910348,3646271241.0,ERC-20,0,0.021,0.021,0.021,1,1,1153552601.158965,0.0168,0.0168,1,27.0,1,0,1,1,1,1.0,1.0,0,1,0,0.65,0.033635,0.316365,0.0,1,0,,,3.0,,No,No,0,4.0,1,1,neutral,joint-stock corporation,Switzerland,"Blockv AG, Landsgemeindeplatz 11, 6300 Zug",0,0,0,0,0,1,0,0,0,1,0,Blockchain Infrastructure,0x340d2bde5eb28c1eed91b2f790723e3b160613b7,2017-09-16,2017-10-25,2017-10-25,20.0,2.1253979206085205,22.125398635864258,22.125398635864258,0.46147364377975464,20.0,1,0,USD,USD,55.31349563598633,10.62699031829834,0.01679999940097332,0.01679999940097332,0.020999999716877937,0.020999999716877937,0.0,0,0,0,17.44283103942871,1,0.0,1,1,1,0,1,1,1,0,0,0,0,0,1,0.03363500162959099,63.1900634765625,0,0,1,0,0,0,1,0,1,0,1.0,40,40.0,3.0,1,Blockchain Infrastructure,2017-11-28,34.0,blockv,vee,20000000.0,40000000.0,0.0
Bloom,Bloom,BLT,1,5000000.0,50000000.0,USD,1,Utility-token,,,150000000.0,ERC-20,0,1.17286752,1.17286752,1.17286752,0,1,,0.9969373920000001,0.8796506399999999,1,17.0,1,0,1,0,0,1.0,0.0,0,0,0,0.5,0.5,0.0,0.0,0,1,0.0,0.0,,0.25,No ,Pantera Capital,0,9.0,1,1,high,joint-stock corporation,Gibraltar,unknown,0,0,0,0,0,1,0,0,0,0,0,Finance,0x107c4504cd79c5d2696ea0030a8dd4e92601b82e,2017-11-30,2018-01-01,2018-01-01,10.0,30.0,40.0,40.0,0.2885904312133789,15.0,1,1,USD,USD,80.0,75.0,,0.938293993473053,1.1728675365447998,1.1728675365447998,0.0,0,0,0,,0,1.0,1,1,0,1,0,1,1,1,1,1,0,1,1,,,0,0,1,0,0,0,1,0,1,0,1.0,33,33.0,,0,Finance,2018-01-15,14.0,bloom,blt,5000000.0,50000000.0,0.0
Bluzelle,Bluzelle,BLZ,1,0.0,19500000.0,USD,1,Utility-token,,37756670.0,500000000.0,ERC-20,0,0.12,0.12,0.12,0,1,127243330.0,0.0923076923076923,0.1,1,42.0,0,0,3,0,0,1.0,1.0,0,1,0,0.52,0.07551334,0.40448666,0.0,0,1,0.0,0.0,0.4326923076923077,,Global Brains; True Global Ventures; LUN partners,Kenetic Capital,0,10.0,1,1,high,joint-stock corporation,Singapore,"16 Raffles Quay, Level 2, Hong Leong Building Singapore, 048581",0,0,0,0,0,1,0,1,1,1,0,Data Analytics,0x5732046a883704404f284ce41ffadd5b007fd668,2018-01-17,2018-01-20,2018-01-20,12.0,4.285606384277344,16.285606384277344,16.285606384277344,0.14226989448070526,23.076923370361328,1,0,USD,USD,83.51593017578125,57.14141845703125,0.09430749714374542,0.09430749714374542,0.11999999731779099,0.11999999731779099,0.0,0,0,0,17.74946403503418,1,0.0,1,1,1,0,0,1,1,1,1,1,0,1,1,0.0755133405327797,56.75297164916992,0,0,1,0,0,0,1,0,1,0,1.0,4,4.0,0.38929498195648193,1,Data Analytics,2018-02-06,17.0,bluzelle,blz,0.0,19500000.0,0.0
BOScoin,BOScoin,BOS,1,5031530.5,17541440.5,tokens,0,New Blockchain,,276093688.786,500000000.0,No,0,0.04467825,0.04467825,0.04467825,0,1,133906311.0,,,1,20.0,1,1,0,0,0,,,1,1,0,0.18,0.552,0.268,0.0,0,1,0.0,0.0,,,No,No,1,13.0,1,0,high,foundation,Switzerland,"c/o Gubelstrasse 11, 6301 Zug, Switzerland",0,0,0,0,0,0,1,1,0,0,0,Blockchain Infrastructure,not applicable,2017-05-10,2017-06-20,2017-05-10,5.031530380249023,12.335382461547852,17.366912841796875,17.366912841796875,0.0,,1,0,tokens,tokens,99.00505065917969,98.6048812866211,,,0.04467824846506119,0.04467824846506119,0.0,0,0,0,5.1925177574157715,0,0.0,0,1,1,0,1,0,0,0,0,0,0,1,1,0.5521873831748962,22.33912467956543,0,0,0,0,1,1,1,1,0,0,0.0,1,42.0,,1,Blockchain Infrastructure,2017-10-26,169.0,boscoin,bos,5031530.5,17541440.5,0.0
Bounty0x,Bounty0x,BNTY,1,1250000.0,1500000.0,USD,1,Utility-token,,90881818.1958,500000000.0,ERC-20,0,0.017673023074197148,0.017673023074197148,0.017673023074197148,0,1,18939393.9423077,0.014138418459385568,0.014138418459385568,1,25.0,1,1,0,0,1,1.0,1.0,0,0,0,0.7803,0.1818212121153846,0.0378787878846154,0.0,0,1,0.0,0.0,1.172625913110342,,No,No,1,8.0,0,0,neutral,joint-stock corporation,Cayman Islands,unknown,0,0,0,0,0,0,1,1,0,0,0,Search,0xd2d6158683aee4cc838067727209a0aaf4359de3,2017-12-15,2018-01-01,2017-12-16,0.25,1.6061564683914185,1.8561564683914185,1.8561564683914185,0.09632673114538193,20.0,1,1,USD,USD,123.74376678466797,100.0,0.0141384182497859,0.0141384182497859,0.01767302304506302,0.01767302304506302,0.0,0,0,0,4.3648529052734375,1,0.0,1,1,0,1,0,1,1,0,0,0,0,0,1,0.1817636340856552,8.836511611938477,0,0,1,0,0,0,1,0,1,0,1.0,2,18.0,1.1726258993148804,1,Search,2017-12-26,10.0,bounty0x,bnty,1250000.0,1500000.0,0.0
Bread,Bread,BRD,1,0.0,32000000.0,USD,1,Utility-token,,26263561.0,88894087.0,ERC-20,0,0.6170222222222299,0.7712777777777701,0.7712777777777701,0,1,32978250.0,0.6170222222222299,0.6170222222222299,1,15.0,1,1,4,1,1,0.0,1.0,1,0,0,0.3333333333333333,0.2954477838329112,0.3709836178417582,0.0,1,0,,,2.0,0.0583333333333333,Saison Ventures; OKWave; Liberty City Ventures; Globe Advisors; East Ventures; Das Capital,No,0,14.0,1,1,neutral,joint-stock corporation,Cayman Islands,unknown,0,0,0,0,0,1,0,0,1,1,1,Payments,0x558ec3152e2eb2174905cd19aea4e34a23de9ad6,2017-12-14,2017-12-24,2017-12-24,12.0,32.0,44.0,44.0,-0.17348843812942505,20.0,1,0,USD,USD,137.5,100.0,0.6170222163200378,0.6170222163200378,1.2184181213378906,1.2184181213378906,20.0,0,0,0,3.702826976776123,1,1.0,1,1,0,1,0,1,1,1,1,0,0,0,1,0.29544779658317566,108.31016540527344,0,0,1,0,0,0,0,0,1,0,1.0,11,11.0,2.0,1,Payments,2017-12-24,0.0,bread,brd,0.0,32000000.0,0.0
CanYa,CanYaCoin,CAN,1,0.0,23407745.400000002,ETH,1,Utility-token,,20090000.0,100000000.0,ERC-20,0,0.5260965517241432,0.7628400000000001,0.7628400000000001,0,1,26000000.0,,,1,41.0,1,1,2,1,1,1.0,1.0,0,1,1,0.3999999999999999,0.34,0.26,0.0,0,1,0.0,0.0,0.5000000000000001,,No,No,0,15.0,0,1,neutral,joint-stock corporation,Australia,"CanYa Services Pty Ltd, of Level 1 20 Queen Street, Melbourne VIC 3000",0,0,0,0,0,1,1,1,0,0,0,Marketplaces,0x1d462414fe14cf489c7a21cac78509f4bf8cd7c0,2017-11-26,2017-12-27,2017-12-27,,,,,0.5291497111320496,,1,0,ETH,ETH,,,,,,0.6444682478904724,31.034482955932617,1,0,0,,1,0.0,1,1,1,0,0,1,1,0,0,0,0,0,1,0.20090000331401825,,0,0,1,0,0,0,1,0,1,0,1.0,32,32.0,0.38655102252960205,0,Marketplaces,2018-01-08,12.0,canya,can,0.0,23407745.400000002,0.0
CarTaxi Token,CarTaxi Token,CTX,1,932322.25,67059295.93,ETH,0,Security,,47566417.0,71349625.5,ERC-20,0,0.11783029565215927,0.13550484,0.13550484,0,1,12500000.0,0.07458668617411733,0.07458668617411733,1,37.0,1,1,0,1,1,,1.0,0,1,0,0.3333333333333333,0.0166666666666667,0.65,0.0,1,0,,,0.4166666666666667,,No,No,0,9.0,1,1,medium,joint-stock corporation,Russian Federation,"49 Vyborgskaya embankment, Saint Petersburg",0,0,0,0,0,0,1,1,0,0,0,Marketplaces,0x662abcad0b7f345ab7ffb1b1fbb9df7894f18e66,2017-09-29,2017-10-29,2017-10-31,0.9323222637176514,7.7491888999938965,8.681510925292969,8.681510925292969,0.4406760036945343,44.95643997192383,1,0,ETH,ETH,12.946022033691406,11.718650817871094,0.07458668947219849,0.07458668947219849,0.1629130244255066,0.1629130244255066,13.043478012084961,0,0,0,-6.661770343780518,1,0.0,1,1,1,0,0,1,1,0,0,0,0,0,1,0.6666666865348816,11.623783111572266,1,1,0,0,0,0,0,0,1,0,1.0,33,31.0,0.4166666567325592,1,Marketplaces,2017-11-07,7.0,cartaxitoken,ctx,932322.25,67059295.93,0.0
